OrderNumber	InvoiceDate	Status	StatusDescription	CustomerCode	SalespersonCode	AssemblerCode	ShippingCode	CustomerPO	Initials	EstimatedOrder	ShipTo_Address1	ShipTo_Address2	ShipTo_City	ShipTo_Name	ShipTo_State	ShipTo_Zip	SoldTo_Address1	SoldTo_Address2	SoldTo_City	SoldTo_Name	SoldTo_State	SoldTo_Zip	TotalWeight	TotalFreightDist	InvoiceAppliedTo	SaleType	InvSubtotalTaxable	ScheduledShipDate	InvoiceSubtotal	TermsDescription	CustomerReleaseDate	OrderDate
609307	06/27/2011	92	Posted To General Ledger	3266	24	23	365	9412148L	sam	5127.65	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	510.1	0	0	1	5127.65	06/27/2011	5127.65	Net 14 Days	06/27/2011	06/27/2011
609313	06/27/2011	92	Posted To General Ledger	1466	3	9	363		JS	5523.2	8075 LEESBURG PIKE		VIENNA	MORTON'S - TYSON CORNER	VA	22182	8075 LEESBURG PIKE		VIENNA	MORTON'S - TYSON CORNER	VA	22182	353.04	0	0	1	5523.2	06/27/2011	5523.2	Net 30 Days	06/27/2011	06/27/2011
609319	06/27/2011	92	Posted To General Ledger	4147	9	38	300		DB	2571.78	333 5TH. AVE.		SAN DIEGO	DONOVAN'S CIRCLE OF FIFTHS	CA	92101	333 5TH. AVE.		SAN DIEGO	DONOVAN'S PRIME SEAFOOD-5TH AV	CA	92101	198.5	105	0	1	2571.78	06/27/2011	2571.78	Net 30 Days	06/27/2011	06/27/2011
609321	06/27/2011	92	Posted To General Ledger	3266	24	23	365	8875228L	JS	622.02	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	59.24	0	0	1	622.02	06/27/2011	622.02	Net 14 Days	06/27/2011	06/27/2011
609323	06/27/2011	92	Posted To General Ledger	3401	22	23	26	9402626W	GR	19411.03	950 S SHILOH ROAD		GARLAND	US FOODSERVICE - DALLAS       	TX	75042	TRADES PAYABLES            	PO BOX 29283	PHOENIX	US FOOD - DALLAS 6W	AZ	8503-9283	2298.67	0	0	1	19411.03	06/27/2011	19411.03	Net 14 Days	06/27/2011	06/27/2011
609324	06/27/2011	92	Posted To General Ledger	3274	21	9	170	9431613D	kg	2621.33	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	354.38	0	0	1	2621.33	06/27/2011	2621.33	Net 14 Days	06/27/2011	06/27/2011
609325	06/27/2011	92	Posted To General Ledger	3274	21	9	170	9430933D	kg	1936.27	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	103.08	0	0	1	1936.27	06/27/2011	1936.27	Net 14 Days	06/27/2011	06/27/2011
609326	06/27/2011	92	Posted To General Ledger	3508	22	0	25	9437426Y	GR	1935.14	111 ALLIANT DRIVE	 	HOUSTON	US FOOD - HOUSTON 6Y	TX	77032	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - HOUSTON 6Y	AZ	85038-9283	260.76	0	0	1	1935.14	06/27/2011	1935.14	Net 14 Days	06/27/2011	06/27/2011
609339	06/27/2011	92	Posted To General Ledger	4104	7	17	31		DB	1932.26	116 SOUTH HAMILTON		MADISON	TORNADO STEAK HOUSE	WI	53703	116 SOUTH HAMILTON		MADISON	TORNADO STEAK HOUSE	WI	53703	149.02	40	0	1	1932.26	06/27/2011	1932.26	Net 14 Days	06/27/2011	06/27/2011
609340	06/27/2011	92	Posted To General Ledger	2125	30	17	31		DB	0	116 SOUTH HAMILTON	ATTN: DREW	MADISON	TORNADO STK HOUSE	WI	53703	                              		                  	SAMPLE ACCOUNT - JOEY CIULLA 	  	          	5.28	0	0	1	0	06/27/2011	0	UPON RECPT	06/27/2011	06/27/2011
609341	06/27/2011	92	Posted To General Ledger	3587	7	17	30		DB	1738.49	115 S. 2ND. STREET		COEUR D'ALENE 	THE COEUR D'ALENE RESORT	ID	83816-1941	PO BOX 7200		COEUR D'ALENE	THE COEUR D'ALENE RESORT	ID	83816-1941	66.43	0	0	1	1650.28	06/27/2011	1650.28	Net 30 Days	06/27/2011	06/27/2011
609342	06/27/2011	92	Posted To General Ledger	4134	7	17	30		DB	2174.35	641 SOUTH BROADWAY		GEORGETOWN	JOHNSON'S FUNERAL HOME	KY	40324	103 MELVILLE PLACE		GEORGETOWN	RODNEY'S ON BROADWAY	KY	40324	186.93	113.82	0	1	2174.35	06/27/2011	2174.35	Net 7 Days	06/27/2011	06/27/2011
609347	06/27/2011	92	Posted To General Ledger	3722	7	0	300		DB	1089.19	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORTS O'CALL RESTAURANT	CA	90731	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORTS O'CALL REST.-SAN PEDRO	CA	90731	154.72	50	0	1	1089.19	06/27/2011	1089.19	Net 30 Days	06/27/2011	06/27/2011
609349	06/27/2011	92	Posted To General Ledger	3243	25	9	101	9452453Y	sam	10255.7	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	AZ	85038-9283	1277.26	0	0	1	10230.16	06/27/2011	10230.16	Net 14 Days	06/27/2011	06/27/2011
609354	06/27/2011	92	Posted To General Ledger	2125	30	0	300		DB	0	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORT O'CALL REST.	CA	90731	                              		                  	SAMPLE ACCOUNT - JOEY CIULLA 	  	          	5.78	0	0	1	0	06/27/2011	0	UPON RECPT	06/27/2011	06/27/2011
609362	06/27/2011	92	Posted To General Ledger	3832	4	23	300	849355	GR	6236.4	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	306.28	0	0	1	6236.4	06/27/2011	6236.4	10th EOM	06/27/2011	06/27/2011
