OrderNumber	InvoiceDate	Status	StatusDescription	CustomerCode	SalespersonCode	AssemblerCode	ShippingCode	CustomerPO	Initials	EstimatedOrder	ShipTo_Address1	ShipTo_Address2	ShipTo_City	ShipTo_Name	ShipTo_State	ShipTo_Zip	SoldTo_Address1	SoldTo_Address2	SoldTo_City	SoldTo_Name	SoldTo_State	SoldTo_Zip	TotalWeight	TotalFreightDist	InvoiceAppliedTo	SaleType	InvSubtotalTaxable	ScheduledShipDate	InvoiceSubtotal	TermsDescription	CustomerReleaseDate	OrderDate
608789	06/20/2011	92	Posted To General Ledger	3243	25	0	101	CREDIT	SAT	-582.08	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	AZ	85038-9283	-64	0	0	10	-581.33	06/20/2011	-581.33	Net 14 Days	06/20/2011	06/20/2011
608790	06/20/2011	92	Posted To General Ledger	3243	25	0	101	CREDIT	SAT	-195.88	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	AZ	85038-9283	-20.9	0	0	10	-195.47	06/20/2011	-195.47	Net 14 Days	06/20/2011	06/20/2011
608795	06/20/2011	92	Posted To General Ledger	4104	7	17	31		DB	1511.32	116 SOUTH HAMILTON		MADISON	TORNADO STEAK HOUSE	WI	53703	116 SOUTH HAMILTON		MADISON	TORNADO STEAK HOUSE	WI	53703	146.78	40	0	1	1511.32	06/20/2011	1511.32	Net 14 Days	06/20/2011	06/20/2011
608796	06/20/2011	92	Posted To General Ledger	57	7	17	101		DB	861.3	633 N ST. CLAIRE		CHICAGO	WYNDHAM CHICAGO HOTEL	IL	60611	COLUMBIA SUSSEX	633 N ST. CLAIRE	CHICAGO	WYNDHAM CHICAGO HOTEL	IL	60611	87	40	0	1	861.3	06/20/2011	861.3	15th EOM	06/20/2011	06/20/2011
608799	06/20/2011	92	Posted To General Ledger	3508	22	23	25	8885606Y	GR	940.66	111 ALLIANT DRIVE	 	HOUSTON	US FOOD - HOUSTON 6Y	TX	77032	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - HOUSTON 6Y	AZ	85038-9283	148.2	0	0	1	940.66	06/20/2011	940.66	Net 14 Days	06/20/2011	06/20/2011
608806	06/20/2011	92	Posted To General Ledger	4147	9	35	300		DB	2200.61	333 5TH. AVE.		SAN DIEGO	DONOVAN'S CIRCLE OF FIFTHS	CA	92101	333 5TH. AVE.		SAN DIEGO	DONOVAN'S PRIME SEAFOOD-5TH AV	CA	92101	172.12	105	0	1	2200.61	06/20/2011	2200.61	Net 30 Days	06/20/2011	06/20/2011
608809	06/20/2011	92	Posted To General Ledger	1469	3	17	30		JS	303.8	7822 BON HOMME AVENUE		CLAYTON	MORTON'S - MISSOURI	MO	63105	7822 BON HOMME AVENUE		CLAYTON	MORTON'S - MISSOURI	MO	63105	15.2	0	0	1	287.28	06/20/2011	287.28	Net 30 Days	06/20/2011	06/20/2011
608810	06/20/2011	92	Posted To General Ledger	2034	3	17	30		JS	827.61	1510 RIVER PLACE BLVD		JACKSONVILLE	MORTON'S - JACKSONVILLE	FL	32207	1510 RIVER PLACE BLVD		JACKSONVILLE	MORTON'S - JACKSONVILLE	FL	32207	43.98	45	0	1	778.01	06/20/2011	778.01	Net 30 Days	06/20/2011	06/20/2011
608811	06/20/2011	92	Posted To General Ledger	3274	21	23	170	8901083D	kg	2803.56	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	397.9	0	0	1	2803.56	06/20/2011	2803.56	Net 14 Days	06/20/2011	06/20/2011
608813	06/20/2011	92	Posted To General Ledger	3274	21	23	170	8900773D	kg	2078.01	W137 N9245 HIGHWAY 145	BOX 9001	MENOMONEE FALLS	US FOODSERVICE - MILWAUKEE	WI	53051	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - MILWAUKEE 3D	AZ	85038-9283	132.9	0	0	1	2078.01	06/20/2011	2078.01	Net 14 Days	06/20/2011	06/20/2011
608817	06/20/2011	92	Posted To General Ledger	3450	9	17	30	DON	DB	88.41	3424 PEACHTREE RD	N.E. SUITE 100	ATLANTA	NEW YORK PRIME - ATLANTA	GA	30326	3424 PEACHTREE RD	N.E. SUITE 100	ATLANTA	NEW YORK PRIME - ATLANTA	GA	30326	16	0	0	1	63.2	06/20/2011	63.2	Net 30 Days	06/20/2011	06/20/2011
608819	06/20/2011	92	Posted To General Ledger	3832	4	23	300	848928	GR	2487.5	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	9777 LAS VEGAS BLVD. SOUTH		LAS VEGAS	SOUTH POINT HOTEL & CASINO	NV	89183	125	0	0	1	2487.5	06/20/2011	2487.5	10th EOM	06/20/2011	06/20/2011
608825	06/20/2011	92	Posted To General Ledger	3722	7	35	300		DB	1193.78	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORTS O'CALL RESTAURANT	CA	90731	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORTS O'CALL REST.-SAN PEDRO	CA	90731	178.52	50	0	1	1193.78	06/20/2011	1193.78	Net 30 Days	06/20/2011	06/20/2011
608826	06/20/2011	92	Posted To General Ledger	3243	25	9	101	8922563Y	kg	21808.57	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	AZ	85038-9283	2354.05	0	0	1	21761.49	06/20/2011	21761.49	Net 14 Days	06/20/2011	06/20/2011
608828	06/20/2011	92	Posted To General Ledger	3587	7	17	30		DB	2318.05	115 S. 2ND. STREET		COEUR D'ALENE 	THE COEUR D'ALENE RESORT	ID	83816-1941	PO BOX 7200		COEUR D'ALENE	THE COEUR D'ALENE RESORT	ID	83816-1941	106.36	0	0	1	2180.55	06/20/2011	2180.55	Net 30 Days	06/20/2011	06/20/2011
608841	06/20/2011	92	Posted To General Ledger	4078	9	17	30	REPLACEMENT	DB	771.38	dba BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FORT WORTH	OMNI HOTEL FORT WORTH    	TX	76102	dba BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FORT WORTH	OMNI HOTEL FORT WORTH   	TX	76102	82.5	87.71	0	1	771.38	06/20/2011	771.38	Net 30 Days	06/20/2011	06/20/2011
608846	06/20/2011	92	Posted To General Ledger	1006	4	17	31		GR	643.21	2828 BROADWAY BLVD		MONROEVILLE	SUNRISE SPECIALTIES	PA	15146	2828 BROADWAY BLVD		MONROEVILLE	SUNRISE SPECIALTIES-PITTSBURGH	PA	15146	41.46	129	0	1	611.24	06/20/2011	611.24	Net 14 Days	06/20/2011	06/20/2011
