OrderNumber	InvoiceDate	Status	StatusDescription	CustomerCode	SalespersonCode	AssemblerCode	ShippingCode	CustomerPO	Initials	EstimatedOrder	ShipTo_Address1	ShipTo_Address2	ShipTo_City	ShipTo_Name	ShipTo_State	ShipTo_Zip	SoldTo_Address1	SoldTo_Address2	SoldTo_City	SoldTo_Name	SoldTo_State	SoldTo_Zip	TotalWeight	TotalFreightDist	InvoiceAppliedTo	SaleType	InvSubtotalTaxable	ScheduledShipDate	InvoiceSubtotal	TermsDescription	CustomerReleaseDate	OrderDate
605247	05/02/2011	92	Posted To General Ledger	3099	9	17	30	DRE	DB	978.39	36 BEACON DRIVE		GREENVILLE	CHOP HOUSE 47	SC	29615	36 BEACON DRIVE		GREENVILLE	CHOP HOUSE 47	SC	29615	42.76	0	0	1	937.99	05/02/2011	937.99	Net 30 Days	05/02/2011	05/02/2011
605248	05/02/2011	92	Posted To General Ledger	748	4	27	101		GR	357.63	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	20.32	40	0	1	357.63	05/02/2011	357.63	Net 30 Days	05/02/2011	05/02/2011
605249	05/10/2011	92	Posted To General Ledger	3243	25	23	101	4496823Y	MC	6047.21	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	728.58	0	0	1	6032.64	05/02/2011	6032.64	Net 14 Days	05/02/2011	05/02/2011
605250	05/03/2011	92	Posted To General Ledger	159	9	27	140	3287	DB	12032.33	2350 EXECUTIVE CENTER DRIVE N.		BOCA RATON	NEW YORK PRIME	FL	33431	2350 EXECUTIVE CENTER DRIVE NW		BOCA RATON	NEW YORK PRIME - BOCA RATON	FL	33431	537.96	0	0	1	11863.88	05/02/2011	11863.88	Net 30 Days	05/02/2011	05/02/2011
605251	05/02/2011	92	Posted To General Ledger	4032	4	17	30		GR	778.98	4608 WESTHEIMER		HOUSTON	SULLIVAN'S OF HOUSTON	TX	77027	4608 WESTHEIMER		HOUSTON	SULLIVAN'S OF HOUSTON	TX	77027	32.38	0	0	1	743.12	05/02/2011	743.12	Net 14 Days	05/02/2011	05/02/2011
605252	05/03/2011	92	Posted To General Ledger	748	4	27	101		GR	7538.74	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	1028 NORTH RUSH		CHICAGO	GIBSON'S	IL	60611	467.36	40	0	1	7538.74	05/02/2011	7538.74	Net 30 Days	05/02/2011	05/02/2011
605253	05/02/2011	92	Posted To General Ledger	3722	7	0	300		DB	1391.68	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORTS O'CALL RESTAURANT	CA	90731	BERTH 76, SUITE P	PORT OF LOS ANGELES	SAN PEDRO	PORTS O'CALL REST.-SAN PEDRO	CA	90731	217.74	50	0	1	1391.68	05/02/2011	1391.68	Net 30 Days	05/02/2011	05/02/2011
605254	05/03/2011	92	Posted To General Ledger	606	4	0	140		GR	1450.17	4650 N. FEDERAL HIGHWAY 	LIGHTHOUSE POINT 	LIGHTHOUSE POINT	FIFTH AVENUE GRILL 	FL	33064	900 EAST ATLANTIC AVENUE #12		DEL RAY BEACH	FIFTH AVENUE GRILL-LIGHTHOUSE	FL	33483-6954	212.82	81	0	1	1450.17	05/02/2011	1450.17	20th EOM	05/02/2011	05/02/2011
605255	05/03/2011	92	Posted To General Ledger	723	4	27	101		GR	1714.8	INTERNATIONAL TOWER HOTEL	4000 N. O'HARE FIELD	CHICAGO	GASLIGHT CLUB O'HARE	IL	60666	INTERNATIONAL TOWER HOTEL	4000 N. O'HARE FIELD	CHICAGO	GASLIGHT CLUB O'HARE	IL	60666	137.1	40	0	1	1714.8	05/02/2011	1714.8	10th EOM	05/02/2011	05/02/2011
605256	05/04/2011	92	Posted To General Ledger	4150	9	17	101		DB	1349.63	300 N. LASALLE		CHICAGO	CHICAGO CUT STEAKHOUSE	IL	60654	300 N. LASALLE		CHICAGO	CHICAGO CUT STEAKHOUSE	IL	60654	40.96	40	0	1	1349.63	05/02/2011	1349.63	Net 14 Days	05/02/2011	05/02/2011
605257	05/02/2011	92	Posted To General Ledger	3243	25	27	101	5244593Y	MC	16856.35	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	1878.96	0	0	1	16818.77	05/02/2011	16818.77	Net 14 Days	05/02/2011	05/02/2011
605258	05/03/2011	92	Posted To General Ledger	3418	24	0	365	TERRACE INN/ADAIR	JS	0	28001 NAPIER RD	 	WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	28001 NAPIER RD	(SAMPLE ACCT)	44	US FOOD-DETROIT/WIXOM SAMPLE  	43	44	2.64	0	0	1	0	05/02/2011	0	Net 30 Days	05/02/2011	05/02/2011
605259	05/03/2011	92	Posted To General Ledger	3039	9	17	305		DB	674.25	3500 PEACHTREE ROAD		ATLANTA	THE TAVERN AT PHIPPS	GA	30326	3500 PEACHTREE ROAD		ATLANTA	THE TAVERN AT PHIPPS	GA	30326	67.96	0	0	1	612.55	05/02/2011	612.55	Net 30 Days	05/02/2011	05/02/2011
605260	05/03/2011	92	Posted To General Ledger	3418	24	0	365	VILLAGE INN/ADAIR	JS	0	28001 NAPIER RD	 	WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	28001 NAPIER RD	(SAMPLE ACCT)	44	US FOOD-DETROIT/WIXOM SAMPLE  	43	44	7.34	0	0	1	0	05/02/2011	0	Net 30 Days	05/02/2011	05/02/2011
605261	05/04/2011	92	Posted To General Ledger	98	9	27	101		DB	10292.71	720 NO. PLANKINTON AVENUE     		MILWAUKEE	MO'S - MILWAUKEE	WI	53203	152 WEST WISCONSIN AVE	SUITE 202	MILWAUKEE	MO'S - MILWAUKEE	WI	53202	754.08	200	0	1	10292.71	05/02/2011	10292.71	Net 30 Days	05/02/2011	05/02/2011
605262	05/03/2011	92	Posted To General Ledger	3418	24	0	365	CHIPPEWA HOTEL	JS	0	28001 NAPIER RD	 	WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	28001 NAPIER RD	(SAMPLE ACCT)	44	US FOOD-DETROIT/WIXOM SAMPLE  	43	44	4.5	0	0	1	0	05/02/2011	0	Net 30 Days	05/02/2011	05/02/2011
605263	05/02/2011	92	Posted To General Ledger	3587	7	17	30		DB	3611.23	115 S. 2ND. STREET		COEUR D'ALENE 	THE COEUR D'ALENE RESORT	ID	83816-1941	PO BOX 7200		COEUR D'ALENE	THE COEUR D'ALENE RESORT	ID	83816-1941	144.53	0	0	1	3433.18	05/02/2011	3433.18	Net 30 Days	05/02/2011	05/02/2011
605264	05/02/2011	92	Posted To General Ledger	2125	30	17	30		DB	0	115 SOUTH 2ND ST.		COEUR D'ALENE	COEUR D'ALENE	ID	83816	                              		                  	SAMPLE ACCOUNT - JOEY CIULLA 	  	          	5.92	0	0	1	0	05/02/2011	0	UPON RECPT	05/02/2011	05/02/2011
605265	05/03/2011	92	Posted To General Ledger	3640	23	0	401	HAWKEYE/PIKE	JS	0	ONE QUALITY LANE 	 	STREATOR 	US FOODSERVICE - STREATOR 	IL	61364	ONE QUALITY LANE	 	STREATOR	US FOOD STREATOR 3K - SAMPLES	IL	61364	6.46	0	0	1	0	05/02/2011	0	Net 30 Days	05/02/2011	05/02/2011
605266	05/03/2011	92	Posted To General Ledger	938	29	17	101		DB	158.07	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	18.38	40	0	1	158.07	05/02/2011	158.07	20th EOM	05/02/2011	05/02/2011
605267	05/03/2011	92	Posted To General Ledger	3408	22	38	185	5242389I	JS	8567.85	6315 JOHN J PERSHING DR	 	OMAHA	US FOODSERVICE - OMAHA	NE	68110	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - OMAHA 9I	AZ	85038-9283	913.82	0	0	1	8567.85	05/02/2011	8567.85	Net 14 Days	05/02/2011	05/02/2011
605268	05/03/2011	92	Posted To General Ledger	3266	24	10	365	5254128L	JS	1858.88	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	297.42	0	0	1	1858.88	05/02/2011	1858.88	Net 14 Days	05/02/2011	05/02/2011
605269	05/04/2011	92	Posted To General Ledger	3266	24	10	365	5254678L	JS	1859.25	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	297.48	0	0	1	1859.25	05/02/2011	1859.25	Net 14 Days	05/02/2011	05/02/2011
605270	05/03/2011	92	Posted To General Ledger	3943	9	0	432		DB	13437.42	1255 S MAIN ST	 	GRAPEVINE	BOB'S STEAK & CHOP         	TX	76051	1255 S MAIN ST	 	GRAPEVINE	BOB'S STEAK & CHOP-GRAPEVINE	TX	76051	966.62	0	0	1	13437.42	05/02/2011	13437.42	Net 21 Days	05/02/2011	05/02/2011
605271	05/16/2011	92	Posted To General Ledger	4126	5	17	332	1	GR	6558.67	65,42 TOWER 14TH FL RM 1401-02	SUKHUMVIT 42 RD. PRAKHANONG	KLONGTOEY, BANGKOK	JAGOTA BROTHERS TRADING CO LTD		10110	65,42 TOWER 14TH FL RM 1401-02	SUKHUMVIT 42 RD. PRAKHANONG	KLONGTOEY, BANGKOK	JAGOTA BROTHERS TRADING CO LTD		10110	547.4	0	0	1	5466.67	05/02/2011	5466.67	Wire	05/02/2011	05/02/2011
605272	05/03/2011	92	Posted To General Ledger	3078	4	17	101		GR	852.15	612 N WELLS STREET		CHICAGO	CARSON RIBS-WELLS	IL	60610	612 N WELLS STREET		CHICAGO	CARSON'S RIBS - WELLS	IL	60610	87.4	40	0	1	852.15	05/02/2011	852.15	10th EOM	05/02/2011	05/02/2011
605273	05/02/2011	92	Posted To General Ledger	1466	3	10	363		MC	808.95	8075 LEESBURG PIKE		VIENNA	MORTON'S - TYSON CORNER	VA	22182	8075 LEESBURG PIKE		VIENNA	MORTON'S - TYSON CORNER	VA	22182	41.57	0	0	1	808.95	05/02/2011	808.95	Net 30 Days	05/02/2011	05/02/2011
605274	05/03/2011	92	Posted To General Ledger	377	4	10	101		GR	976.69	393 SOUTH MILWAUKEE AVE		WHEELING	BOB CHINN'S CRABHOUSE	IL	60090	393 SOUTH MILWAUKEE AVE		WHEELING	BOB CHINN'S CRABHOUSE-WHEELING	IL	60090	87.88	40	0	1	976.69	05/02/2011	976.69	10th EOM	05/02/2011	05/02/2011
605275	05/04/2011	92	Posted To General Ledger	3243	25	0	101	5261573Y	MC	860.06	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	54.4	0	0	1	858.98	05/02/2011	858.98	Net 14 Days	05/02/2011	05/02/2011
605276	05/03/2011	92	Posted To General Ledger	973	4	38	140		GR	2313.1	739 E OCEAN AVENUE		BOYNTON BEACH	BANANA BOAT 	FL	33483-6954	739 E OCEAN AVENUE		BOYNTON BEACH	BANANA BOAT	FL	33483-6954	336.84	0	0	1	2313.1	05/02/2011	2313.1	Net 30 Days	05/02/2011	05/02/2011
605277	05/03/2011	92	Posted To General Ledger	1419	3	27	101		MC	10721.22	O'HARE COLUMBIA CENTER 3	9525 WEST BRYN MAWR	ROSEMONT	MORTON'S OF CHICAGO-ROSEMONT	IL	60018	O'HARE COLUMBIA CENTER 3	9525 WEST BRYN MAWR	ROSEMONT	MORTON'S OF CHICAGO-ROSEMONT 	IL	60018	600.2	40	0	1	10721.22	05/02/2011	10721.22	Net 30 Days	05/02/2011	05/02/2011
605278	05/03/2011	92	Posted To General Ledger	177	4	10	413		GR	12121.08	8100 EAST ORCHARD ROAD		GREENWOOD VILLAGE	DEL FRISCO STK HSE - DENVER	CO	80111	8100 EAST ORCHARD ROAD		GREENWOOD VILLAGE	DEL FRISCO - DENVER	CO	80111	1107.49	0	0	1	11943.03	05/02/2011	11943.03	Net 14 Days	05/02/2011	05/02/2011
605279	05/03/2011	92	Posted To General Ledger	855	4	10	432		GR	10980.41	812 MAIN STREET		FT. WORTH	DEL FRISCO STEAK HSE-FT. WORTH	TX	76102	812 MAIN STREET		FT. WORTH	DEL FRISCO STEAK HSE-FT. WORTH	TX	76102	989.31	0	0	1	10820.81	05/02/2011	10820.81	Net 14 Days	05/02/2011	05/02/2011
605280	05/03/2011	92	Posted To General Ledger	3593	1	17	401		JS	1737.6	2021 W 18TH STREET		CHICAGO	ALEX MEATS INC.	IL	60608	5155 S SPRINGFIELD AVE		CHICAGO	ALEX MEATS INC.	IL	60632	1330	0	0	1	1737.6	05/03/2011	1737.6	COD - Cash	05/03/2011	05/03/2011
605281	05/03/2011	92	Posted To General Ledger	3795	1	17	401		JS	696	703 W. 47TH. STREET		CHICAGO	SULLIVAN PROVISIONS INC.	IL	60609	703 W. 47TH. STREET		CHICAGO	SULLIVAN PROVISIONS INC.	IL	60609	550	0	0	1	696	05/03/2011	696	Net 7 Days	05/03/2011	05/03/2011
605282	05/03/2011	92	Posted To General Ledger	690	14	17	413		JS	1108.35	230 POINT OF THE PINES DRIVE		COLORADO SPRINGS	SUNBIRD	CO	80919	230 POINT OF THE PINES DRIVE		COLORADO SPRINGS	SUNBIRD	CO	80919	164.2	0	0	1	1108.35	05/03/2011	1108.35	Net 30 Days	05/03/2011	05/03/2011
605283	05/03/2011	92	Posted To General Ledger	4006	3	0	101		JS	4502.25	1751 FREEDOM DR	 	NAPERVILLE	MORTON'S - NAPERVILLE 	IL	60563	1751 FREEDOM DR	 	NAPERVILLE	MORTON'S - NAPERVILLE 	IL	60563	296.14	40	0	1	4502.25	05/03/2011	4502.25	Net 30 Days	05/03/2011	05/03/2011
605284	05/03/2011	92	Posted To General Ledger	2024	9	10	101		JS	1113.38	437 NO. RUSH		CHICAGO	437 RUSH	IL	60611	437 NO. RUSH		CHICAGO	437 RUSH	IL	60611	100.16	40	0	1	1113.38	05/03/2011	1113.38	Net 30 Days	05/03/2011	05/03/2011
605285	05/03/2011	92	Posted To General Ledger	3943	9	0	432		JS	4292.94	1255 S MAIN ST	 	GRAPEVINE	BOB'S STEAK & CHOP         	TX	76051	1255 S MAIN ST	 	GRAPEVINE	BOB'S STEAK & CHOP-GRAPEVINE	TX	76051	292.76	0	0	1	4292.94	05/03/2011	4292.94	Net 21 Days	05/03/2011	05/03/2011
605286	05/03/2011	92	Posted To General Ledger	938	29	23	101		DB	102.29	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	159 W. ERIE STREET		CHICAGO	WILDFIRE - CHICAGO	IL	60610	8.78	40	0	1	102.29	05/03/2011	102.29	20th EOM	05/03/2011	05/03/2011
605287	05/03/2011	92	Posted To General Ledger	1860	7	17	101		DB	1626.05	9421 W. HIGGINS		ROSEMONT	ROSEWOOD RESTAURANT	IL	60018	9421 W. HIGGINS		ROSEMONT	ROSEWOOD RESTAURANT	IL	60018	225.78	40	0	1	1626.05	05/03/2011	1626.05	10th EOM	05/03/2011	05/03/2011
605288	05/03/2011	92	Posted To General Ledger	4078	9	27	432	1801001462	DB	5741.61	dba BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FORT WORTH	OMNI HOTEL FORT WORTH    	TX	76102	dba BOB'S STEAK & CHOP HOUSE	1300 HOUSTON STREET	FORT WORTH	OMNI HOTEL FORT WORTH   	TX	76102	426.03	0	0	1	5741.61	05/03/2011	5741.61	Net 30 Days	05/03/2011	05/03/2011
605289	05/03/2011	92	Posted To General Ledger	216	9	0	432		DB	7061.12	4300 LEMMON AVENUE		DALLAS	BOB'S STEAK & CHOP HOUSE	TX	75219	4300 LEMMON AVENUE		DALLAS	BOB'S STEAK & CHOP - DALLAS	TX	75219	557.13	65	0	1	7061.12	05/03/2011	7061.12	Net 10 days	05/03/2011	05/03/2011
605290	05/03/2011	92	Posted To General Ledger	3280	9	0	432		DB	9235.57	5760 LEGACY DRIVE	SUITE B-1	PLANO	BOB'S STEAK & CHOP - PLANO	TX	75024	5760 LEGACY DRIVE	SUITE B-1	PLANO	BOB'S STEAK & CHOP - PLANO	TX	75024	682.76	65	0	1	9235.57	05/03/2011	9235.57	Net 21 Days	05/03/2011	05/03/2011
605291	05/03/2011	92	Posted To General Ledger	1033	4	27	101		DB	81.12	DBA GIBSONS STEAKHOUSE	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD ASSOCIATES L.L.C.	IL	60018	DBA GIBSONS STEAKHOUSE 	5464 NO RIVER ROAD	ROSEMONT	RIVER ROAD	IL	60018	10.14	40	0	1	81.12	05/03/2011	81.12	Net 30 Days	05/03/2011	05/03/2011
605292	05/03/2011	92	Posted To General Ledger	2032	9	23	101		DB	5181	536 WEST ERIE STREET		CHICAGO	THE ERIE CAFE	IL	60610	536 WEST ERIE STREET		CHICAGO	THE ERIE CAFE	IL	60610	573.9	40	0	1	5181	05/03/2011	5181	Net 14 Days	05/03/2011	05/03/2011
605293	05/03/2011	92	Posted To General Ledger	3217	20	23	3	5278703V	JS	2837.03	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	498.6	0	0	1	2837.03	05/03/2011	2837.03	Net 14 Days	05/03/2011	05/03/2011
605294	05/03/2011	92	Posted To General Ledger	579	9	17	140		DB	1138.48	1 WASHINGTON AVE		MIAMI BEACH	SMITH & WOLLENSKY - MIAMI	FL	33139	1 WASHINGTON AVE	AT SOUTH POINTE PARK	MIAMI BEACH	SMITH & WOLLENSKY - MIAMI	FL	33139	106.8	0	0	1	1121.4	05/03/2011	1121.4	5% PROMPT PA	05/03/2011	05/03/2011
605295	05/03/2011	92	Posted To General Ledger	3217	20	23	3	5278123V	JS	746.14	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	38.66	0	0	1	746.14	05/03/2011	746.14	Net 14 Days	05/03/2011	05/03/2011
605296	05/04/2011	92	Posted To General Ledger	3217	20	0	3	5278243V	JS	3310.32	12301 CUMBERLAND RD		FISHERS	US FOODSERVICE - INDIANAPOLIS	IN	46038	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - INDY 3V	AZ	85038-9283	411.68	0	0	1	3310.32	05/03/2011	3310.32	Net 14 Days	05/03/2011	05/03/2011
605297	05/03/2011	92	Posted To General Ledger	3060	23	9	401	5283563K	JS	706.8	ONE QUALITY LANE		STREATOR	US FOODSERVICE - STREATOR	IL	61364	TRADE PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - STREATOR 3K 	az	85038	120	0	0	1	706.8	05/03/2011	706.8	Net 14 Days	05/03/2011	05/03/2011
605298	05/03/2011	92	Posted To General Ledger	1422	4	17	101		GR	840.05	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE	IL	60610-4626	415 N DEARBORN		CHICAGO	SULLIVAN'S STEAKHOUSE - CHGO	IL	60610-4626	116.28	40	0	1	840.05	05/03/2011	840.05	Net 14 Days	05/03/2011	05/03/2011
605299	05/03/2011	92	Posted To General Ledger	3801	4	23	101		GR	163.46	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	18 E BELLEVUE		CHICAGO	LUX BAR	IL	60611	23.52	40	0	1	163.46	05/03/2011	163.46	Net 30 Days	05/03/2011	05/03/2011
605300	05/03/2011	92	Posted To General Ledger	4126	5	0	332	CREDIT	SAT	-160.06	65,42 TOWER 14TH FL RM 1401-02	SUKHUMVIT 42 RD. PRAKHANONG	KLONGTOEY, BANGKOK	JAGOTA BROTHERS TRADING CO LTD		10110	65,42 TOWER 14TH FL RM 1401-02	SUKHUMVIT 42 RD. PRAKHANONG	KLONGTOEY, BANGKOK	JAGOTA BROTHERS TRADING CO LTD		10110	-1	0	601956	9	-160.06	05/03/2011	-160.06	Wire	05/03/2011	05/03/2011
605301	05/03/2011	92	Posted To General Ledger	640	14	17	140		DB	1953.85	1395 N.W. 57TH AVE.		MIAMI	94TH AERO SQUADRON	FL	33126	1395 N.W. 57TH AVE.		MIAMI	94TH AERO MIAMI    	FL	33126	211.7	81	0	1	1953.85	05/03/2011	1953.85	Net 30 Days	05/03/2011	05/03/2011
605302	05/03/2011	92	Posted To General Ledger	4055	22	9	28	5216442C	GR	2100.54	8024 TELEGRAPH ROAD		SEVERN	USF - BALT/WASH (2C)	MD	21144	8024 TELEGRAPH ROAD		SEVERN	US FOOD - BALT/WASH 2C	MD	21144	220.6	0	0	1	2100.54	05/03/2011	2100.54	Net 14 Days	05/03/2011	05/03/2011
605303	05/03/2011	92	Posted To General Ledger	3266	24	10	365	5288938L	JS	12917.11	28001 NAPIER RD		WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	TRADES PAYABLES	P.O. BOX 29283	PHOENIX 	US FOOD - DET/WIXOM 8L	AZ	85038-9283	1781.67	0	0	1	12917.11	05/03/2011	12917.11	Net 14 Days	05/03/2011	05/03/2011
605304	05/03/2011	92	Posted To General Ledger	3435	22	9	28	5240062I	GR	26918.83	2161 PERTH AMBOY WHS   2160/OS	1051 AMBOY AVE	PERTH AMBOY	US FOOD - NEW YORK METRO	NJ	08861	TRADES PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD-NEW YORK (2I)	AZ	85038-9283	2565.65	0	0	1	26918.83	05/03/2011	26918.83	Net 14 Days	05/03/2011	05/03/2011
605305	05/03/2011	92	Posted To General Ledger	3341	22	23	28	5222754V	GR	1129.59	2255 HIGH HILL ROAD		SWEDESBORO	US FOODSERVICE - PHILADELPHIA	NJ	08085	TRADES PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - PHILADELPHIA 4V	AZ	29283	146.3	0	0	1	1129.59	05/03/2011	1129.59	Net 14 Days	05/03/2011	05/03/2011
605306	05/03/2011	92	Posted To General Ledger	3341	22	35	28	5180514V	GR	3181.01	2255 HIGH HILL ROAD		SWEDESBORO	US FOODSERVICE - PHILADELPHIA	NJ	08085	TRADES PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - PHILADELPHIA 4V	AZ	29283	347.96	0	0	1	3181.01	05/03/2011	3181.01	Net 14 Days	05/03/2011	05/03/2011
605307	05/03/2011	92	Posted To General Ledger	3636	4	9	140		GR	1132.55	700 E WOOLBRIGHT ROAD	  	BOYNTON BEACH 	PRIME CATCH 	FL	33435	900 EAST ATLANTIC AVE #12		DELRAY BEACH	PRIME CATCH	FL	33483-6954	159.2	81	0	1	1132.55	05/03/2011	1132.55	Net 30 Days	05/03/2011	05/03/2011
605308	05/04/2011	92	Posted To General Ledger	746	2	0	401	00846	JS	1670.55	4044 SOUTH HALSTED		CHICAGO	GREAT WESTERN BEEF CO	IL	60609-2671	4044 SOUTH HALSTED		CHICAGO	GREAT WESTERN BEEF CO	IL	60609-2671	190.92	0	0	1	1670.55	05/03/2011	1670.55	Net 7 Days	05/03/2011	05/03/2011
605309	05/03/2011	92	Posted To General Ledger	67	4	23	101		GR	239.36	745 N RUSH		CHICAGO	RALPH LAUREN	IL	60611	115 E CHICAGO		CHICAGO	RALPH LAUREN	IL	60611	29.92	40	0	1	239.36	05/03/2011	239.36	Net 30 Days	05/03/2011	05/03/2011
605310	05/03/2011	92	Posted To General Ledger	3670	7	27	140		DB	2838.55	915 LINCOLN ROAD		MIAMI BEACH	MEAT MARKET	FL	33139	927 LINCOLN ROAD	SUITE 208	MIAMI BEACH	MEAT MARKET	FL	33139	202.4	0	0	1	2838.55	05/03/2011	2838.55	Net 30 Days	05/03/2011	05/03/2011
605311	05/05/2011	92	Posted To General Ledger	3243	25	23	101	5291863Y	MC	12354.72	800 SUPREME DR.	 	BENSENVILLE	US FOODSERVICE-CHICAGO	IL	60106	TRADE PAYABLES	P.O. BOX 29283	PHOENIX	US FOOD - CHICAGO 3Y	43	85038-9283	1800.44	0	0	1	12318.72	05/03/2011	12318.72	Net 14 Days	05/03/2011	05/03/2011
605312	05/03/2011	92	Posted To General Ledger	1491	3	17	30		MC	510.32	441 VINE STREET	THE CAREW TOWER 	CINCINNATI	MORTON'S - CINCINNATI	OH	45202	441 VINE STREET 	THE CAREW TOWER	CINCINNATI	MORTON'S - CINCINNATI	OH	45202	30.22	100	0	1	488.96	05/03/2011	488.96	Net 30 Days	05/03/2011	05/03/2011
605313	05/03/2011	92	Posted To General Ledger	1491	3	0	350		MC	1142.95	441 VINE STREET	THE CAREW TOWER 	CINCINNATI	MORTON'S - CINCINNATI	OH	45202	441 VINE STREET 	THE CAREW TOWER	CINCINNATI	MORTON'S - CINCINNATI	OH	45202	55.2	100	0	1	1142.95	05/03/2011	1142.95	Net 30 Days	05/03/2011	05/03/2011
605314	05/03/2011	92	Posted To General Ledger	3341	22	35	28	5238374V	MC	7708.02	2255 HIGH HILL ROAD		SWEDESBORO	US FOODSERVICE - PHILADELPHIA	NJ	08085	TRADES PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - PHILADELPHIA 4V	AZ	29283	767.44	0	0	1	7708.02	05/03/2011	7708.02	Net 14 Days	05/03/2011	05/03/2011
605315	05/03/2011	92	Posted To General Ledger	3341	22	35	28	5208014V	MC	22414.63	2255 HIGH HILL ROAD		SWEDESBORO	US FOODSERVICE - PHILADELPHIA	NJ	08085	TRADES PAYABLES 	P.O. BOX 29283	PHOENIX	US FOOD - PHILADELPHIA 4V	AZ	29283	1758.25	0	0	1	22414.63	05/03/2011	22414.63	Net 14 Days	05/03/2011	05/03/2011
605316	05/03/2011	92	Posted To General Ledger	746	2	17	401	VERBAL-ANGELA	JS	65.92	4044 SOUTH HALSTED		CHICAGO	GREAT WESTERN BEEF CO	IL	60609-2671	4044 SOUTH HALSTED		CHICAGO	GREAT WESTERN BEEF CO	IL	60609-2671	22.73	0	0	1	65.92	05/03/2011	65.92	Net 7 Days	05/03/2011	05/03/2011
605317	05/04/2011	92	Posted To General Ledger	3418	24	0	365	MOOSETRAXX/BANKA	JS	0	28001 NAPIER RD	 	WIXOM	US FOODSERVICE-DETROIT/WIXOM	MI	48393	28001 NAPIER RD	(SAMPLE ACCT)	44	US FOOD-DETROIT/WIXOM SAMPLE  	43	44	1.86	0	0	1	0	05/03/2011	0	Net 30 Days	05/03/2011	05/03/2011
605318	05/04/2011	92	Posted To General Ledger	2129	21	0	170	EAA LODGE/ERICK	JS	0	-		                  	US FOOD - MILWAUKEE SAMPLES	  	          	                              		                  	US FOOD - MILWAUKEE SAMPLES	  	          	5.72	0	0	1	0	05/03/2011	0	Net 30 Days	05/03/2011	05/03/2011
605319	05/03/2011	92	Posted To General Ledger	3344	22	35	240	5261526B	GR	7362.62	125 FORT MILL PARKWAY		FORT MILL	US FOODSERVICE - CAROLINAS DIV	SC	29715	TRADES PAYABLE	P.O. BOX 29283	PHOENIX	US FOOD - CAROLINAS 6B	AZ	85038-9283	717.13	50	0	1	7362.62	05/03/2011	7362.62	Net 14 Days	05/03/2011	05/03/2011
