VendorCode	Name	Address1	Address2	City	State	Zipcode	Phone	Purchases_YTD
51458	 "ON HOLD" DO NOT USE 	535 N. MICHIGAN AVE.		CHICAGO	IL	60611	312-644-3524	0
51459	 "ON HOLD" DO NOT USE   	1680B W. QUINCY AVE.		NAPERVILLE	IL	60540	630-357-5566	0
51604	 "ON HOLD" DO NOT USE 	8321 NW. 68ST.		MIAMI	FL	33166-2662	305-594-3773	0
51605	"ON HOLD" DO NOT USE	P.O. BOX 51647		NEW BERLIN,	WI	53151	414 789-5650	0
51631	"ON HOLD" DO NOT USE	P.O. BOX 98412		CHICAGO,	IL	60693	312 243-4723	0
51632	 "ON HOLD" DO NOT USE   	234 S. WABASH		CHICAGO,	IL	60604	312 922-0566	0
51649	"ON HOLD" DO NOT USE	P.O. BOX 18058		BOULDER	CO	80306	206-441-5600	0
51650	U.F.C.W. LOCAL 100	 75 REMITTANCE DR -SUITE 9089	 A PENSION FUND	CHICAGO,	IL	60675-9089	312 829-0850	4536
51700	"ON HOLD" DO NOT USE	75 REMITTANCE DR. -SUITE 1089	HEALTH & WELFARE FUND	CHICAGO,	IL	60675-1089	312 829-0850	0
51704	UFCW 1546	1649 W. ADAMS STREET		CHICAGO	IL	60612		16704
51705	"ON HOLD" DO NOT USE	1649 W. ADAMS		CHICAGO	IL	60612	312-733-2999	0
51706	"ON HOLD" DO NOT USE	UFCW LOCAL 546-100A	1649 W. ADAMS	CHICAGO	IL	60612		0
51710	"ON HOLD" DO NOT USE							0
51746	"ON HOLD" DO NOT USE 	W134 N5373	CAMPBELL DR.	MENOMONEE FALLS	WI	53051	414-781-8850	0
51747	"ON HOLD" DO NOT USE	ACCN 609-804-1600-563-54Y	PO BOX 4833	TRENTON,	NJ	08650-4830	800 755-1064	0
51748	"ON HOLD" DO NOT USE	ACCNT 609-804-1519-336-60Y	PO BOX 4833	TRENTON	NJ	08650-483		0
51749	"ON HOLD" DO NOT USE	ATTN: JULIA FIX	2220 FLORIDA AVE SOUTH	MINNEAPOLIS	MN	55426	612-753-5347	0
51750	"ON HOLD" DO NOT USE	PO BOX 41556		PHILADELPHIA	PA	19101-1556		0
51755	"ON HOLD" DO NOT USE	135 S. LASALLE -DEPT. 2869		CHICAGO,	IL	60674-2869	708 210-2780	0
51756	"ON HOLD" DO NOT USE							0
51758	 "ON HOLD" DO NOT USE   	4116 W. PETERSON AVE		CHICAGO,	IL	60646-6072	773 286-0200	0
51775	 "ON HOLD" DO NOT USE   	330 N. WABASH	20TH FLR - SUITE 2006	CHICAGO,	IL	60611	312 832-0500	0
51780	"ON HOLD" DO NOT USE			HILLSIDE,	IL	60162	800 831-6049	0
51999	"ON HOLD" DO NOT USE	160 BILTMORE		BARRINGTON	IL	60010	847-381-1960	0
52000	"ON HOLD" DO NOT USE 	9152 YOSEMITE ST.		HENDERSON	CO	80640	303 289-1090	0
52001	 "ON HOLD" DO NOT USE   	POST OFFICE BOX 7247 - 7345		PHILADELPHIA,	PA	19170-7345	212 592-6404	0
52002	BIRO OF CHICAGO, INC.	DBA BIRO OF WISCONSIN,INC.	4637 W FULLERTON AVE	CHICAGO,	IL	60639	773 486-5420	74.51
52003	"ON HOLD" DO NOT  USE	P.O. BOX 9077		PORT ST. LUCIE	FL	34985		0
52004	"ON HOLD" DO NOT USE	MAIL CODE MR152	P.O. BOX 740709	ATLANTA	GA	30374	800-345-2455	0
52005	"ON HOLD" DO NOT USE	10 EXCHANGE PL. 22ND FL.		JERSEY CITY	NJ	07302		0
52006	"ON HOLD" DO NOT USE 	P.O. BOX 94081		PALATINE	IL	60094-4081	800-789-8965	0
52008	 "ON HOLD" DO NOT USE 	1415 L'ORIENT STREET		ST. PAUL	MN	55117	651-487-8000	0
52009	"ON HOLD" DO NOT USE	300 S. RIVERSIDE PLAZA	SUITE 660	CHICAGO	IL	60606		0
52010	"ON HOLD" DO NOT USE	P76438					800 942-4901	0
52011	"ON HOLD" DO NOT USE	N76438					800 942-4901	0
52017	"ON HOLD" DO NOT USE 	3704 N. CICERO AVENUE		CHICAGO	IL	60641-3695	773-736-3510	0
52018	"ON HOLD" DO NOT USE 	1010 CEDAR AVENUE		ST. CHARLES	IL	60174	630-377-9033	0
52019	"ON HOLD" DO NOT USE	2800 SOUTH BOULDER HIGHWAY		HENDERSON	NV	89105	702-294-5000	0
52020	"ON HOLD" DO NOT USE 	1600 OLD COUNTRY RD.		PLAINVIEW	NY	11803	516-694-2080	0
52021	RAINBOW PRINTING	207 STEPHEN STREET		LEMONT	IL	60439	630-257-9336	1006.33
52022	"ON HOLD" DO NOT USE 	P.O. BOX 12195		TOLEDO	OH	43612	800-554-6789	0
52023	"ON HOLD" DO NOT USE 	P.O. BOX 416613		CHICAGO	IL	60641-6613	708-452-6641	0
52024	"ON HOLD" DO NOT USE							0
52025	"ON HOLD" DO NOT USE							0
52034	"ON HOLD" DO NOT USE	6531 HIGHWAY 11		ELIZABETH	IN	47117-9609		0
52035	"ON HOLD" DO NOT USE	3939 SUNNYSIDE		BROOKFIELD	IL	60513		0
52039	"ON HOLD" DO NOT USE	431 VINTON ST.		TAZEWELL	VA	24651		0
52040	KASCO CORPORATION	P.O. BOX 202368		DALLAS	TX	75320-2368	314-633-0642	2485.87
52041	KATHLEEN D KRAWIEC							0
52050	 "ON HOLD" DO NOT USE 	1019 ELLIOT ST. W		WINDSOR,ONTARIO	CN	N9A 5Z8	519-254-5134	0
52070	BOY SCOUTS OF AMERICA	1218 W ADAMS ST		CHICAGO	IL	60607-2802	312-421-8800	0
52145	"ON HOLD" DO NOT USE	426 BROADWAY		FORTVILLE	IN	46040		0
52147	"ON HOLD" DO NOT USE	44 FAIRVIEW ROAD13		PENN VALLEY	PA	19072	610-834-8440	0
52148	"ON HOLD" DO NOT USE	16 FOREST ST		NEW CANAAN	CT	06840		0
52150	"ON HOLD" DO NOT USE	P.O. BOX 95035		CHICAGO	IL	60694-5035		0
52151	BUDRECK TRUCK LINES	8040 S. ROBERTS ROAD		BRIDGEVIEW,	IL	60455	708 496-0522	0
52199	BIG JOE MANUFACTURING CO	DEPARTMENT 20 5001	PO BOX 5988	CAROL STREAM	IL	60197-5988	847-290-8081	0
52200	"ON HOLD" DO NOT USE							0
52205	"ON HOLD" DO NOT USE	BUDGET	P.O. BOX 74705	CHICAGO   ,	IL	60694-4705	800 884-4096	0
52208	BRIARWOOD COUNTRY CLUB	ATTN.:EMIL POPRAWSKI	355 DEERFIELD RD.	DEERFIELD 	IL	60015		0
52209	"ON HOLD" DO NOT USE	5273 SUNNYDALE CIRCLE E		SARASOTA	FL	34233		0
52210	"ON HOLD" DO NOT USE	OPERATIONS DISBURSEMENT	6820 LBJ FREEWAY	DALLAS	TX	75240		0
52212	BUNN PACKAGING SYSTEMS,IN	PO BOX 349		DUNDEE	IL	60118	630 238-1234	0
52213	"ON HOLD" DO NOT USE	BUNZL DISTRIBUTION	P.O. BOX 7758	PHILADELPHIA	PA	19101-7758	215-969-0600	0
52245	"ON HOLD" DO NOT USE							0
52248	"ON HOLD" DO NOT USE	2800 KNOLLWOOD		GLENVIEW	IL	60025		0
52250	 "ON HOLD" DO NOT USE 	DEPT. CH 10391		PALATINE,	IL	60055	714 752-1212	0
52300	"ON HOLD" DO NOT USE	2ND & BERKLEY		ELGIN,	IL	60120	773 626-8624	0
52347	"ON HOLD" DO NOT USE	PO BOX 100602		ATLANTA	GA	30384-0602	757 463-7800	0
52348	 "ON HOLD" DO NOT USE   	#8 LONDON SQUARE	201 TILTON ROAD	NORTHFIELD	NJ	08225	609-407-1002	0
52400	C & B WELDERS INC.	2643-2645 W. MONROE ST.		CHICAGO,	IL	60612	773 722-0097	0
52401	"ON HOLD" DO NOT USE		PO BOX 4349	CAROL STREAM,	IL	60197-4349	312 263-1414	0
52402	"ON HOLD" DO NOT USE	ATTN.:JEFF Z.	713 N. WELLS	CHICAGO	IL	60610		0
52403	"ON HOLD" DO NOT USE	CHICAGO BRANCH-SDS 12-805	DEPT 70802N-PO BOX 86	MINNEAPOLIS	MN	55486-0805	773 247-4261	0
52404	"ON HOLD" DO NOT USE	140 AMBASSADOR DR.	SUITE 120	NAPERVILLE	IL	60540	630-428-4350	0
52453	 "ON HOLD" DO NOT USE   	1 LOWER RAGSDALE DRIVE	BUILDING 1,SUITE 210	MONTEREY	CA	93940	831-649-2489	0
52454	"ON HOLD" DO NOT USE	718 TWELFTH ST		SANTA MONICA	CA	90402		0
52499	 "ON HOLD" DO NOT USE   	P.O. BOX 5350		NEW YORK	NY	10087-5350		0
52500	"ON HOLD" DO NOT USE	100 MARCUS DRIVE		MELVILLE	NY	11747	516-454-1800	0
52501	"ON HOLD" DO NOT USE	ATTN: GROUP ADMINISTRATION	PO BOX 105477	ATLANTA	GA	30348-5477	800 554-4026	0
52502	"ON HOLD" DO NOT USE	26950 AGOURA RD.		CALABASAS HILLS	CA	91301		0
52504	"ON HOLD" DO NOT USE	1200 HARGER ROAD	SUITE 220	OAKBROOK,	IL	60521	630 573-9215	0
52517	CALIFORNIA EXPAND	263 COVINA LANE		INDUSTRY	CA	61744	626-369-3564	0
52518	CAL HONO FREIGHT FORWARDERS	517 SOUTH CLARENCE		LOS ANGELES	CA	90033	323-980-5500	0
52519	 "ON HOLD" DO NOT USE   	742 N. DAMEN AVE.		CHICAGO	IL	60622	312-421-5933	0
52520	CAMEO CONTAINER CORPORATION	PO BOX 88459		CHICAGO	IL	60680-1459	773-254-1030	0
52521	"ON HOLD" DO NOT USE							0
52523	CANAN STATION PRINT SHOPPE	P.O. BOX 632		ALTOONA	PA	16603-0632	814-949-8343	5.76
52524	CANADIAN FREIGHT ASSEMBLY	BAY 1	4315 61 AVE. S.E.	CALGARY	AB	T2C 1Z6	403-279-4100	0
52525	DYNAMEX, INC	131 E. THORNDALE AVE.		WOOD DALE	IL	60191	312-829-1200	0
52526	"ON HOLD" DO NOT USE 	425 NORTH MARTINDALE ROAD		SCHAUMBURG	IL	60173-2235	847-706-3400	0
52552	"ON HOLD" DO NOT USE							0
52553	 "ON HOLD" DO NOT USE   	1921 N. 74TH. CT.		ELMWOOD PARK	IL	60635		0
52554	 "ON HOLD" DO NOT USE   	2942 W.NORTH AVE		CHICAGO	IL	60647	312-278-7177	0
52555	"ON HOLD" DO NOT USE	CARMICHAEL CARTAGE	DEPT 77-2684	CHICAGO	IL	60678-2684	312 666-8500	0
52556	"ON HOLD" DO NOT USE	1900 S. ASHLAND AVE.		PARK RIDGE	IL	60068-5480		0
52558	CAROLINA ROADHOUSE CORP.	4817 N. KINGS HWY.		MYRTLE BEACH	SC	29577 		0
52559	"ON HOLD" DO NOT USE	CAROLINA TURKEYS	P.O. BOX 589	MT. OLIVE	NC	28365	919-658-6743	0
52560	CARMICHAEL LEASING CO.,INC.	P.O. BOX 607909		CHICAGO,	IL	60660	312 666-8500	27715.74
52561	"ON HOLD" DO NOT USE	350 W. KINZIE ST		CHICAGO	IL	60610		0
52562	"ON HOLD" DO NOT USE							0
52563	"ON HOLD" DO NOT USE	605 WASHINGTON AVE.		CARLSTADT	NJ	07072	201-507-5557	0
52570	"ON HOLD" DO NOT USE							0
52571	"ON HOLD" DO NOT USE	PO BOX 2533		PETALUMA	CA	94953		0
52572	"ON HOLD" DO NOT USE	P.O. BOX 740465		BOYNTON BEACH	FL	33474-0465	561-477-3082	0
52573	"ON HOLD" DO NOT USE	NJ						0
52651	"ON HOLD" DO NOT USE	344 N. CANAL		CHICAGO,	IL	60606	312 226-4395	0
52652	CASTER CORP.	3400 N. KEDZIE AVE.	P.O. BOX 18449	CHICAGO,	IL	60618	312 866-2600	0
52653	CASTLE 85 DBA CALF. DREAMING	40 BEACON DRIVE		GREENVILLE	SC	29615		0
52661	 "ON HOLD" DO NOT USE   	7532 COLLECTIONS CENTER DR.	                              	CHICAGO	IL	60693	312-240-7900	0
52662	"ON HOLD" DO NOT USE	SLOT-A-18	PO BOX 66973	CHICAGO ,	IL	60666-0973	847 303-5555	0
52663	"ON HOLD" DO NOT USE	1919 PRAIRIE SQUARE		SCHAUMBURG,	IL	60173	773-545-3755	0
52664	 "ON HOLD" DO NOT USE   	PO BOX 2300		BEDFORD PARK,	IL	60499-2300	800 552-1551	0
52665	"ON HOLD" DO  NOT USE	PO BOX 13802		PHILADELPHIA,	PA	19101-3802	800 261-6065	0
52666	 "ON HOLD" DO NOT USE   	PO BOX 360093		PITTSBURGH,	PA	15251-6093	800 558-4100	0
52667	CDW COMPUTER CENTERS,INC.	PO BOX 75723		CHICAGO	IL	60675-5723	847 465-6000	489.76
52668	CERTIFIED ANGUS BEEF PROGRAM	206 RIFFEL RD		WOOSTER,	OH	44691	330 345-2333	0
52670	CENTURY	2600 S. 25TH AVE		BROADVIEW	IL	60155	 	0
52671	CERTEGY CHECK SERVICES, INC.	P.O. BOX 30038		TAMPA	FL	33630-3038	800-237-7506	70.3
52672	"ON HOLD" DO NOT USE	6235 OAK PARK AVE.		CHICAGO	IL	60638	773-586-3400	0
52674	"ON HOLD" DO NOT USE	3305 PACIFIC AVE.		LONGPORT	NJ	08403	609-822-6995	0
52675	"ON HOLD" DO NOT USE	ATLANTIC CITY	1125 ATLANTIC AVE	ATLANTIC CITY	NJ	08401	609-345-5600	0
52676	"ON HOLD" DO NOT USE	1840 INTERNATIONALE PKWY		WOODRIDGE	IL	60517		0
52677	"ON HOLD" DO NOT USE	FCCC	13613 S.E. HWY. 70	ARCADIA	FL	34266		0
52763	"ON HOLD" DO NOT USE 	659 ANDOVER STREET		LAWRENCE	MA	01843-1032	978-687-9200	0
52764	 "ON HOLD" DO NOT USE   	600 MORSE AVENUE		ELK GROVE VILLA	IL	60007	800 350-0011	0
52850	CITY OF CHICAGO	DEPARTMENT OF REVENUE/TAXES	      	     	  	          	312 744-6146	0
52851	"ON HOLD" DO NOT USE	DEPT OF REVENUE-DEPAUL CENTER	333 S. STATE STE 310	CHICAGO	IL	60604-3914		0
52852	CITY OF CHICAGO	FALSE BURGLAR ALARM UNIT	DEPT. OF REVENUE PO BOX 88298	CHICAGO	IL	60680-1298		0
52855	CITY OF CHICAGO-PARKING	DEPARTMENT OF REVENUE	P.O. BOX 88298	CHICAGO,	IL	60680-1298	312 744-7275	0
52856	CITY OF CHICAGO	DEPARTMENT OF WATER-SUITE LL10	333 SOUTH STATE ST.	CHICAGO	IL	60604-3979	312 747-9090	6026.4
52857	"ON HOLD" DO NOT USE	ALARM UNIT-DEPT OF REVENUE	PO BOX 4956	CHICAGO	IL	60680-4956		0
52895	 "ON HOLD" DO NOT USE 	1320 STONY BROOK RD.		STONY BROOK	NY	11790	631-941-9275	0
52896	"ON HOLD" DO NOT USE							0
52897	 "ON HOLD" DO NOT USE 	P.O. BOX 1408		WESTERVILLE	OH	43086	614-891-8822	0
52898	 "ON HOLD" DO NOT USE   	MARKETING	230 EAST OHIO-SUITE 400	CHICAGO	IL	60611	312-670-2236	0
52899	"ON HOLD" DO NOT USE	CLUB	PO BOX 97738	CHICAGO,	IL	60678		0
52950	"ON HOLD" DO NOT USE	135 S. LASALLE	DEPT.#6050	CHICAGO,	IL	60674-6050	202 737-2880	0
52980	CHICAGO LIFT TRUCK,INC.	322 N. LEAVITT ST.		CHICAGO,	IL	60612	312 738-1987	0
52981	CHICAGO METROPOLITAN FIRE	PREVENTION CO.	820 N. ADISSON AVENUE	ELMHURST	IL	60126	630-833-1110	133.12
52982	 "ON HOLD" DO NOT USE   							0
52990	"ON HOLD" DO NOT USE	2213 PLANTSIDE DRIVE		LOUISVILLE	KY	40299	800-327-3800	0
52991	CHRISTOPHER B. BURKE	9575 W. HIGGINS ROAD	SUITE 600	ROSEMONT	IL	60018		0
52999	EQUIPMENT DEPOT OF ILLINOIS	P.O. BOX 2091	SALES & SERVICE	AURORA	IL	60507	847-836-5005	0
53000	"ON HOLD" DO NOT USE	ASSOCIATION		PARK RIDGE,	IL	60068-4264	312 696-3000	0
53040	"ON HOLD" DO NOT USE							0
53050	 "ON HOLD" DO NOT USE   	2359 N. 25TH AVE.		FRANKLIN PARK,	IL	60131	847 455-3400	0
53051	"ON HOLD" DO NOT USE	2639 N. ELSTON AVE		CHICAGO	IL	60647		0
53204	"ON HOLD" DO NOT USE							0
53205	"ON HOLD" DO NOT USE	2405 WEST LAWRENCE AVENUE		CHICAGO	IL	60625	773-769-0644	0
53206	CHITIMACHA GAMING COMMISSION	PO BOX 512		CHARENTON,	LA	70523-0512	318 923-9119	0
53207	"ON HOLD" DO NOT USE	100 N. LASALLE	SUITE 400	CHICAGO	IL	60602		0
53208	"ON HOLD" DO NOT USE							0
53229	" ON HOLD" DO NOT USE			NEWARK	NJ			0
53230	"ON HOLD" DO NOT USE	P.O. BOX 6419	ACCNT-5410654486487116-M.POLLA	THE LAKES	NV	88901-6419	888 766-2484	0
53231	 "ON HOLD" DO NOT USE   	PO BOX 659590		SAN ANTONIO,	TX	78265-9590	800 495-0007	0
53232	CINTAS CORPORATION #2	1870 BRUMMEL DRIVE		ELK GROVE VILL	IL	60007	847-228-3970	379.16
53235	"ON HOLD" DO NOT USE	#: 5424-1803-5916-1798-D.POLLA	P.O. BOX 6405	THE LAKES	NV	88901-6405	888 766-2484	0
53236	"ON HOLD" DO NOT USE							0
53239	"ON HOLD" DO NOT USE	 	 	 	 	 	312 747-9723	0
53240	 "ON HOLD" DO NOT USE 	1401 S. MICHIGAN		CHICAGO	IL	60605	312-446-8112	0
53241	CHICAGOLAND EQUIPMENT & SUPPLY	5075 WEST LEXINGTON STREET		CHICAGO	IL	60644	773-261-6105	0
53242	"ON HOLD" DO NOT USE							0
53243	"ON HOLD" DO NOT USE	WHITE HORSE PIKE		POMONA	NJ	08240		0
53244	"ON HOLD" DO NOT USE							0
53245	CITY OF DES PLAINES	ATTN: BUSINESS LICENSES	1420 MINER ST.	DES PLAINES	IL	60016	847-391-5366	0
53246	CITY OF EVANSTON	2100 RIDGE AVE		EVANSTON,	IL	60201		0
53247	 "ON HOLD" DO NOT USE   	500 LONDON AVE.		EGG HARBOR CITY	NJ	08215	609-965-0020	0
53248	CITY OF HIGHWOOD	17 HIGHWOOD AVENUE		HIGHWOOD	IL	60040		0
53249	"ON HOLD" DO NOT USE	P.O. BOX 7247-0180		PHILADELPHIA	PA	19170-0180	800-682-4822	0
53250	JAMES CIULLA							0
53251	"ON HOLD" DO NOT USE	DEPARTMENT 1080		WASHINGTON	DC	20042	703-524-8200	0
53252	"ON HOLD" DO NOT USE	5000 HARVARD TER		SKOKIE	IL	60077	888-949-6900	0
53253	"ON HOLD" DO NOT USE	1135 JVL INDUSTRIAL PARK DR.	SUITE C	MARIETTA	GA	30066	770-924-0377	0
53254	"ON HOLD" DO NOT USE	3221 N. BAY VIEW LANE		MCHENRY	IL	60050		0
53255	"ON HOLD" DO NOT USE	1331 DUNDEE ROAD		ARLINGTON HTS	IL	60004		0
53256	"ON HOLD" DO NOT USE	1845 SECOND STREET		HIGHLAND PARK	IL	60035		0
53257	 "ON HOLD" DO NOT USE   	1025 N. SACRAMENTO		CHICAGO	IL	60622		0
53258	"ON HOLD" DO NOT USE	1521 OLD FARM ROAD	UNIT 100	LINCOLN	NE	68512	402-421-4603	0
53289	"ON HOLD" DO NOT USE	DEPT. 1080		WASHINGTON	DC	20042-1080	703-524-8200	0
53348	"ON HOLD" DO NOT USE	ATTN: ACCOUNTING	P.O. BOX 3902	LAS VEGAS,	NV	89127-0902	702 383-1251	0
53349	"ON HOLD" DO NOT USE			LAS VEGAS,	NV	89101		0
53352	"ON HOLD" DO NOT USE	TRAVEL LTD.	1240 MEADOW ROAD	NORTHBROOK,	IL	60062	847 272-2202	0
53360	 "ON HOLD" DO NOT USE   	C/O TURNBERRY COUNTRY CLUB	9600 TURNBERRY TRAIL	VILLAGE OF LAKE	IL	60014	815-455-0501	0
53362	"ON HOLD" DO NOT USE	OUTING						0
53370	"ON HOLD" DO NOT USE							0
53375	"ON HOLD" DO NOT USE	850 W. JACKSON BLVD.		CHICAGO,	IL	60607	312 738-5484	0
53380	"ON HOLD" DO NOT USE							0
53381	"ON HOLD" DO NOT USE							0
53394	 "ON HOLD" DO NOT USE   	P.O. BOX 2188		OSHKOSH	WI	54903-2328		0
53395	"ON HOLD" DO NOT USE 	BANK OF AMERICA	4205 COLLECTIONS CENTER DRIVE	CHICAGO	IL	60693	312-946-3000	0
53396	"ON HOLD" DO NOT USE	55 CHESSOR LANE		WILTON	CT	06897		0
53397	"ON HOLD" DO NOT USE	P.O. BOX 120001	DEPT. 0837	DALLAS	TX	75312-0837		0
53398	"ON HOLD" DO NOT USE							0
53399	"ON HOLD" DO NOT USE							0
53400	USDA FOOD SAFETY & INSPECTION	USDA BILLING COLLECTION	21526 NETWORK PLACE	CHICAGO	IL	60673-1215	515-331-6133	2819.27
53401	"ON HOLD" DO NOT USE	9205 S. LOOMIS		CHICAGO	IL	60620		0
53402	"ON HOLD" DO NOT USE							0
53403	"ON HOLD" DO NOT USE	BEACH POLICE						0
53404	"ON HOLD" DO NOT USE	U.S. ADHESIVES CO.	1735 W. CARROLL AVE.	CHICAGO	IL	60612	312-829-7438	0
53405	"ON HOLD" DO NOT USE	505 N 22ND ST		MILWAUKEE	WI	53233	312-454-1166	0
53406	"ON HOLD" DO NOT USE							0
53407	DEPARTMENT OF HEALTH AND	FOOD & DRUG #14	P.O. BOX 4489	BATON ROUGE	LA	70802-4489	252-342-7517	0
53408	"ON HOLD" DO NOT USE	1425 WELLS DRIVE	P.O. BOX 96	BENSALEM	PA	19020	215-638-8900	0
53409	U.S. BY-PRODUCTS	P.O. BOX 374		NORTHBROOK	IL	60065	847-272-6661	0
53459	"ON HOLD" DO NOT USE 	P.O. BOX 8729		ROLLING MEADOWS	IL	60008	773-287-6100	0
53549	"ON HOLD" DO NOT USE	121 MONUMENT CIRCLE		INDIANAPOLIS	IN	46204	317-767-1361	0
53550	COM ED	BILL PAYMENT CENTER		CHICAGO,	IL	60668-0001	800 334-7661	8720.91
53610	"ON HOLD" DO NOT USE	PO BOX 101455		ATLANTA,	GA	30392		0
53611	"ON HOLD" DO NOT USE	735 HUNTER DRIVE	UNIT F	BATAVIA	IL	60510	630-406-5400	0
53612	COMPLETE SALT SERVICES, INC.	348 CHERRYWOOD RD.	                              	BUFFALO GROVE	IL	60089	847 803-6770	0
53613	"ON HOLD" DO NOT USE	8148 ANDY ROAD		WATERLOO	IL	62298		0
53614	 "ON HOLD" DO NOT USE   	PO BOX 4875		TRENTON, 	NJ	08650		0
53615	CONROY PRODUCTIONS	1059 WEST ADDISON		CHICAGO	IL	60613		0
53616	OCCUPATIONAL HEALTH CENTERS OF	P.O. BOX 488		LOMBARD	IL	60148-0488	18883782566	100
53658	"ON HOLD" DO NOT USE	875 NORTH MICHIGAN AVE.	SUITE 3352	CHICAGO	IL	60611	312-654-8780	0
53659	CONTINENTAL CARBONIC INC.	DEPT. 5105	 	CAROL STREAM	IL	60122-5105	630-858-6560	7166.18
53668	CONTINENTAL ELECTRICAL 	CONSTRUCTION CO.	5900 HOWARD ST.	SKOKIE	IL	60077	847-677-1600	0
53670	"ON HOLD" DO NOT USE	8727 N. PIONEER ROAD		PEORIA	IL	61615	309-692-9191	0
53699	 "ON HOLD" DO NOT USE 	4733 MASSACHUSETTS AVE.		INDIANAPOLIS	IN	46218		0
53700	CONTINENTAL MEAT DIST.	P.O.BOX 58612		LOS ANGELES,	CA	90058-0612	323-589-6261	34364.01
53701	"ON HOLD" DO NOT USE	2606 W. ALTORFER DR.		PEORIA	IL	61615	309-692-9191	0
53745	"ON HOLD" DO NOT USE							0
53746	"ON HOLD" DO NOT USE	ATTENTION:JEFF LIVELY	12200 STEMMONS,SUITE 200	DALLAS	TX	75234		0
53747	" ON HOLD" DO NOT USE	11020 REDWOOD AVE		PEMBROKE PINES	FL	33026	954-432-1234	0
53749	"ON HOLD" DO NOT USE	SYSTEMS	1301 INTERNATIONAL PARKWAY	WOODRIDGE	IL	60517	800 244-6083	0
53750	"ON HOLD" DO NOT USE	CN193		TRENTON,	NJ	08646-0193		0
53751	"ON HOLD" DO NOT USE	7340 MACEDAY LAKE RD.		WATERFORD	MI	48329		0
53752	"ON HOLD" DO NOT USE	266 WHITE PLAINS ROAD	SUITE D2	EAST CHESTER,	NY	10709	914 793-4500	0
53753	"ON HOLD" DO NOT USE	COZZINI INC.	P.O. BOX 46489	CHICAGO	IL	60646-0489	800-227-4447	0
53754	"ON HOLD" DO NOT USE	203 E. 5TH. ST.	ATTN.:JERRY STOWELL	FRANKFORT	KS	66427-1203		0
53755	"ON HOLD" DO NOT USE	3704 NORTH CICERO AVE.		CHICAGO	IL	60641	773-736-3510	0
53806	 "ON HOLD" DO NOT USE   	57 LEUNING STREET		S. HACKENSACK	NJ	07606	201-489-5044	0
53807	CRAIN'S	DEPT. 64572	PO BOX 64000	DETROIT,	MI	48267-0572	313 446-1612	0
53808	 "ON HOLD" DO NOT USE   	1500 OLD DEERFIELD RD.		HIGHLAND PARK	IL	60035	847-831-5830	0
53809	"ON HOLD" DO NOT USE	946 N. CROSBY AVE		CHICAGO,	IL	60610	312 944-3113	0
53810	"ON HOLD" DO NOT USE	P.O. BOX 752185		CHARLOTTE	NC	28275-2185		0
53812	CROSS TRUCKING INC.	1440 SPRING GARDEN AVE		PITTSBURGH,	PA	15212	412 322-4466	0
53813	 "ON HOLD" DO NOT USE 	1802 LEVEE STREET		DALLAS	TX	75207	214-747-9606	0
53814	"ON HOLD" DO NOT USE	P.O. BOX 1629		MELROSE PARK	IL	60161	708-344-8789	0
53815	"ON HOLD" DO NOT USE	PO BOX 310		LANCASTER	OH	43130	740-654-2112	0
53816	"ON HOLD" DO NOT USE	150 N. MICHIGAN AVE.		CHICAGO	IL	60601		0
53817	"ON HOLD" DO NOT USE	1904 W. 80TH. ST.		CHICAGO	IL	60620	773-869-6255	0
53818	"ON HOLD" DO NOT USE	COURVOISIER CENTER	601 BRICKELL KEY DR.-SUITE 700	MIAMI	FL	33131	305-728-9000	0
53819	CYCLE COURIER, INC.  	301 N. 3RD. AVENUE		DES PLAINES	IL	60016	847-759-9900	0
53820	CROWN EQUIPMENT CORPORATIONS	P.O BOX 641173		CINCINNATI	OH	45264-1173	708-354-9600	0
53900	"ON HOLD" DO NOT USE	PO BOX 91707		CHICAGO	IL	60693		0
53901	"ON HOLD" DO NOT USE	6617 N. 5TH. STREET		PHILADELPHIA	PA	19126-3004		0
54003	"ON HOLD" DO NOT USE	PO BOX 4291		CAROL STREAM,	IL	60197-4291	800 621-5463	0
54025	DARLENE NEUFELDT							0
54026	"ON HOLD" DO NOT USE							0
54027	"ON HOLD" DO NOT USE							0
54028	"ON HOLD" DO NOT USE							0
54029	"ON HOLD" DO NOT USE	600 N. McCLURG CT.	SUITE 2505	CHICAGO	IL	60611-3044	800-881-4495	0
54030	"ON HOLD" DO NOT USE	1402 SHERIDAN BLVD.		BRIGANTINE	NJ	08203	609 344-5889	0
54031	"ON HOLD" DO NOT USE	PO BOX 27001		LEHIGH VALLEY	PA	18002-7001	800-805-2615	0
54032	"ON HOLD" DO NOT USE	6012 CREEKSTONE LANE		CENTREVILLE	VA	22020		0
54033	"ON HOLD" DO NOT USE	1405 VEALE RD.		WILMINGTON	DE	19810		0
54034	DAYDOTS	24198 NETWORK PLACE		CHICAGO	IL	60673-1241	800-321-3687	0
54035	"ON HOLD" DO NOT USE	1000 DEERFIELD PKWY	LANDESS & STAEFA	BUFFALO GROVE	IL	60089		0
54360	"ON HOLD" DO NOT USE	123 W COLORADO		LAS VEGAS,	NV	89102	702 382-8988	0
54365	DESTINY TRANSPORTATION	54365 COLUMBIA TURNPIKE	SUITE #20	EAST GREENBUSH	NY	12061	773-247-4777	142.74
